EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
10770675,SPRINGHILL DEVELOPMENT & IMPROVEMENT ORGANIZATION,% LEON STREATER,60 M P COMER RD,EUFAULA,AL,36027-4718,0,3,3,1000,201511,1,15,0,5,1,202212,0,0,2,0,12,0,0,0,S20,
10775956,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,% APIC INC,529 OAK HILL CIR,HAMILTON,AL,35570-6457,2628,3,9,1200,197506,1,16,995263059,5,1,202212,0,0,2,0,12,0,0,0,,127 TENN VALLEY
10780611,TUSKEGEE MAIN STREET DEVELOPMENT FOUNDATION,% ALLEN OROURKE,PO BOX 83122,TUSKEGEE,AL,36083-0000,0,3,3,1000,200311,1,15,0,1,1,202012,2,2,2,0,12,14743,14999,14743,A80,
10788677,FAITH IN GOD MISSIONARY BAPTIST CHURCH,% COSSIE WILSON,7545 OLD MILITARY RD,THEODORE,AL,36582-2455,0,3,3,1000,201301,1,10,0,1,1,,0,0,6,0,12,,,,X20,
10788829,CHRISTIAN METHODIST EPISCOPAL CHURCH,% DEXTER HARRIS,825 AVENUE C,GADSDEN,AL,35901-2369,8511,3,9,7000,198009,1,10,1002000,5,1,,0,0,6,0,12,,,,,SAINT JOHN CME CHURCH
10792702,URBAN MINISTRIES INC,% EVA STINSON,414 PRAIRIE ST S,UNION SPRINGS,AL,36089-1933,0,3,3,7000,200312,1,10,0,5,1,,0,0,6,0,12,,,,X21,
10797906,WALKER AREA ASSOCIATION OF REALTORS,% LORRIE FRANKS,PO BOX 1070,JASPER,AL,35502-1070,0,6,3,4000,201705,2,0,0,1,1,202212,4,4,1,0,12,286435,289584,289584,S46,
10802896,FRIENDS OF SHADES MOUNTAIN INC,% LARRY RODICK,964 SHADES CREST RD,BIRMINGHAM,AL,35226-1904,0,3,3,2000,200403,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,C01,
10806954,WEE CAN KNOW INC,% PHILIP A SMITH-DAVID DUTTON,12520 JEFF HAMILTON RD,MOBILE,AL,36695-8066,0,3,3,7000,200410,1,15,0,1,1,202112,2,3,1,0,12,18960,68911,61078,X21,
10814224,SUMTER COUNTY RECREATION ASSOCIATION,% DAISY CARTER,2938 SUMTER 23,LIVINGSTON,AL,35470-2734,0,3,3,1200,200606,1,15,0,1,1,,0,0,0,0,12,,,,N50,
10818427,CHEROKEE RIDGE ALPINE TRAIL ASSOCIATION,% JAMES K LANIER,900 WINDY POINT DR,DADEVILLE,AL,36853-3983,0,3,3,1000,200502,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,C30,
10824825,FEED GODS SHEEP OUTREACH MINISTRY,% ADDIE BROWN,1129 LAY DR,BIRMINGHAM,AL,35215-6914,0,3,3,1000,201512,2,10,0,1,1,,0,0,6,0,12,,,,X20,
10828007,TAKING IT BY FORCE OUTREACH MINISTRY,% ANNETTE JOHNSON,3200 KINGS GATE DR W,MOBILE,AL,36618-4676,0,3,3,1200,200807,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,P20,
10837016,CAMILLE SNIDER CHARITABLE REMAINDER UNITRUST,,16259 MOSLEY RD,STAPLETON,AL,36578-4138,0,3,3,1000,200602,1,4,0,2,1,202212,5,5,0,1,12,961666,505000,,T22,KEULER ALBERT TTEE
10837020,MARY KATHRYN SNIDER CHARITABLE REMAINDER UNITRUST,,16259 MOSLEY RD,STAPLETON,AL,36578-4138,0,3,3,1000,200602,1,4,928000000,2,1,202212,5,4,0,1,12,595001,408484,,T22,KEULER ALBERT TTEE
10844532,RESTORATION MINISTRIES INC,% PAUL KARIUKI,101 INDIAN LAKE COVE,PELHAM,AL,35124-0000,0,3,3,1000,200611,1,15,0,1,1,202212,1,3,2,0,12,1,30500,30500,X20,
10847172,INTERNATIONAL HOUSE OF ETHNIC AND RELIGIOUS PEACE AND RECONCILIATION,% RAY WADE,1411 SMOLIAN PL,BIRMINGHAM,AL,35205-2931,0,3,3,1700,201210,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,X20,
10849686,SAVING PRECIOUS ANGELS,% JULIANA CROOK,417 COUNTY ROAD 3714,ADDISON,AL,35540-3420,0,3,3,1400,202305,1,15,0,1,1,,0,0,2,0,6,,,,D20,
10862365,CIVITAN INTERNATIONAL,% SHARON TINSLEY,PO BOX 661074,VESTAVIA HLS,AL,35266-1074,5431,4,9,1000,200601,1,0,0,5,1,202209,0,0,2,0,9,0,0,0,T40,VESTAVIA HILLS AL
10864531,ALABAMA FEDERATION OF WOMENS CLUBS,% PAMELA RAINES,108 MADISON,COLUMBIANA,AL,35051-0000,5489,4,9,1000,200808,2,0,0,5,1,202305,0,0,2,0,5,0,0,0,S80,COLUMBIANA CULTURE CLUB
10864922,BULLOCK COUNTY COMMUNITY HEALTH ADVISORS,% MARY JO HENRY,301 HENRY AVE,UNION SPRINGS,AL,36089-1914,0,3,3,1200,200704,1,15,0,1,1,202012,0,0,2,0,12,0,0,0,H30,
10868912,SAINT PAULS ANGLICAN CHURCH,% VIC MINISH,810 PECANWOOD DR,ANNISTON,AL,36207-6835,0,3,3,7000,200711,1,10,0,1,1,,0,0,6,0,12,,,,X20,
10883040,COMMUNNITY CHURCH MINISTRIES INC,% ANGELA COKER,2514 HALLS MILL RD,MOBILE,AL,36606-4607,0,3,3,7000,200704,1,10,0,1,1,,0,0,6,0,12,,,,X20,
10884885,MERCY HILL CHURCH,,700 SHOFFNER ST,EAST BREWTON,AL,36426-2656,2358,3,9,7000,197210,1,10,1000000,5,1,,0,0,6,0,12,,,,,
10905839,WEST CENTRAL ALABAMA COMMUNITY HEALTH IMPROVEMENT LEAGUE,,PO BOX 219,CAMDEN,AL,36726-0000,0,3,3,1000,202001,1,15,0,1,1,202309,0,0,2,0,9,0,0,0,P99,
10907869,THE GRAND LODGE KNIGHTS OF PYTHIAS OF NORTH AND SOUTH AMERICA EUROPE,% WILLIAM A CASEY,9441 PKWY E,BIRMINGHAM,AL,35215-8316,0,10,3,1000,201003,2,0,0,1,1,200912,3,8,0,0,12,,,,Y42,
10912758,COTTLE FOUNDATION,% JOE COTTLE,3326 BANKHEAD AVE,MONTGOMERY,AL,36106-2450,0,3,3,2000,201301,1,15,0,1,1,202212,5,5,1,0,12,875092,818897,-21796,B82,JOE COTTLE PRES
10918869,FAITH AND DELIVERANCE MINISTRIES INC,% ALAN DAILEY JR,7855 HENRY MORGAN RD,EIGHT MILE,AL,36613-8765,0,3,3,7000,200906,1,10,0,1,1,201812,0,0,6,0,12,0,0,0,X20,
10920742,THE J4 LEADERSHIP INSTITUTE,% DUANE L JOHNSON,PO BOX 914,GREENVILLE,AL,36037-0914,0,3,3,2000,200809,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,B80,
10929603,JOSHUAS INSTITUTE AND REFUGE FOR EMERGENCY HOUSING,% GABRIELLE SYKES,PO BOX 172,BIRMINGHAM,AL,35201-0172,0,3,3,1200,201007,1,15,0,1,1,202012,0,0,2,0,12,0,0,0,P20,
10930757,THE CHARACTERS INC,% CODY CARLTON,101 RAINBOW INDUSTRIAL BLVD,RAINBOW CITY,AL,35906-8901,0,3,3,1200,200912,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,A61,
10936362,PRESBYTERIAN CHURCH IN AMERICA,% PHIL CHAMBERS PASTOR,PO BOX 478,HELENA,AL,35080-0478,8534,3,9,7000,197404,1,10,1000000,1,1,201812,0,0,6,0,12,,,,,CHRIST COMMUNITY CHURCH
10937444,ALABAMA CUP COALITION,% STEPHEN GUESMAN,1110 16TH AVE S,BIRMINGHAM,AL,35205-4604,0,4,3,3000,201006,2,0,0,1,1,202212,0,0,2,0,12,0,0,0,C30,
10941111,CLINTON VOLUNTEER FIRE DEPARTMENT,% BRENDA HARDY,PO BOX 87,CLINTON,AL,35448-0087,0,3,3,1000,201612,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,M24,
10941993,MCFRY CEMETERY FUND INC,% PAM JONES,405 SHADY GROVE RD,PIEDMONT,AL,36272-0000,0,13,3,1000,201006,2,0,0,1,1,202212,0,0,2,0,12,0,0,0,Y50,
10944649,CHRISTIAN METHODIST EPISCOPAL CHURCH,% ROY EILAND,1670 LEE RD 170,SALEM,AL,36874-0000,8511,3,9,7000,198009,1,10,1002000,5,1,,0,0,6,0,12,,,,,SHADY GROVE CME
10955121,WAYNES RECREATION & COMMUNITY OUTREACH CENTER,% CHRISTY ELLIS,243 WASHINGTON CIR,BREWTON,AL,36426-1267,0,3,3,1200,201304,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,O50,
10955548,RICO TEON BRAXTON SCHOLARSHIP FOUNDATION,% DONNA WEBSTER,1631 13TH ST N,BESSEMER,AL,35020-4518,0,3,3,1000,201603,1,15,0,1,1,202012,0,0,2,0,12,0,0,0,T50,
10956005,ZETA PHI BETA SORORITY INC,% ALEXIS SMITH,300 NORTH DEAN ROAD 125,AUBURN,AL,36830-4404,1474,7,9,1000,196001,2,0,36279040,5,1,202212,0,0,2,0,12,0,0,0,,PSI GAMMA ZETA
10957298,BETHLEHEM WALK TO EMMAUS,% YEVONNE DAVIS,3002 COUNTY ROAD 22,HEADLAND,AL,36345-5922,0,3,3,7000,201403,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,X20,
10960304,DEPARTMENT OF ALABAMA AUXILIARY TO THE VFW OF THE U S,% PATTY BURKE,1077 S MEMORIAL DR,PRATTVILLE,AL,36067-6221,5733,19,9,1000,201006,2,0,0,5,1,202306,0,0,2,0,6,0,0,0,W30,1349 TRI-COUNTY MEMORIAL AUXILIARY
10967257,DEPARTMENT OF ALABAMA AUXILIARY TO THE VFW OF THE U S,% DONNA STANLEY,301 W KINGSWOOD DR,ENTERPRISE,AL,36330-4148,5733,19,9,1000,201006,2,0,0,5,1,202306,0,0,2,0,6,0,0,0,W30,6020 FRANCIS J BULLARD AUXILIARY
10967378,THE QADOSH MINISTRY,% ROOSEVELT B BENNETT JR,PO BOX 1302,MONROEVILLE,AL,36461-1302,0,3,3,7000,201307,1,10,0,1,1,,1,3,6,0,12,,,,X20,
10968379,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY TO GASTON,% JAMIE DEER,511 CLEVELAND RD,SARALAND,AL,36571-3147,0,19,3,1000,201809,1,0,0,5,1,202006,0,0,2,0,6,0,0,0,W30,
10975937,COME THIRSTY MINISTRIES,% LEE RICE,4701 DAHLIA DR NW,HUNTSVILLE,AL,35810-3035,0,3,3,1000,201408,1,15,0,1,1,202012,0,0,2,0,12,0,0,0,X01,
10976175,AMERICAN LEGION AUXILIARY,% PATRICIA WYATT,1102 ROCK SCHOOL RD,HARPERSVILLE,AL,35078-4310,964,19,9,1000,194610,1,0,319907000,5,1,202306,0,0,2,0,6,0,0,0,,43 GENERAL WALTER BARE AUXILIARY
20545768,CAROL MORGAN SCHOOL FOUNDATION INC,% JOHN T DEWITT,1820 RICE MINE RD N STE 100,TUSCALOOSA,AL,35406-3282,0,3,3,1200,200305,1,4,0,1,1,202106,1,1,0,1,6,2267,1,,T30,
20547769,SIBERIAN STAR SLED DOG RESCUE INC,% ROBERT W HUDSON,1106 HIGHWAY 60,VINCENT,AL,35178-6608,0,3,3,4000,200211,1,15,0,1,1,202212,4,2,2,0,12,400886,22276,22276,D20,
20555756,JOHNSONS EXPRESS INC,% JANICE JOHNSON,984 LEE ROAD 203,SALEM,AL,36874-2700,0,3,3,1000,200204,1,16,0,1,1,202212,4,5,1,0,12,356954,551117,551117,W40,
20562860,BARFIELD VOLUNTEER FIRE DEPARTMENT,% RUSTY MILLER,365 BARFIELD FIRE DEPARTMENT RD,LINEVILLE,AL,36266-5152,0,3,3,1000,201202,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,M24,
20576886,PETRA OUTREACH MINISTRIES INC,% IRMA HARRIS,122 TICHNOR AVE,PRATTVILLE,AL,36067-3036,0,3,3,1200,200302,1,16,0,1,1,202112,0,0,2,0,12,0,0,0,B90,
20579610,CROSSROADS,% LARRY J MARTIN,RR 1 BOX 173,TIBBIE,AL,36583-9606,2358,3,9,7000,197210,1,10,1000000,5,1,,0,0,6,0,8,,,,,
20583565,CULLMAN REGIONAL MEDICAL CENTER EMPLOYEE BENEVOLENT FUND,% OFFICE OF THE VP - FINANCE,PO BOX 1108,CULLMAN,AL,35056-1108,0,3,3,1000,200310,1,15,0,1,1,202112,3,3,1,0,12,81985,50623,50623,P20,
20588272,GREATER WRKS OUTREACH CHRISTIAN CENTER INC,% HERSHEL BYERS,909 HOLLY ST,GADSDEN,AL,35901-3923,0,3,3,7000,200509,1,10,0,1,1,,0,0,6,0,12,,,,X20,
20591332,NAMI MONTGOMERY,% ETHEL GREEN,7412 BRAMPTON CT,MONTGOMERY,AL,36117-3530,8251,3,9,1000,199806,1,15,166000000,1,1,202309,0,0,2,0,9,0,0,0,,MONTGOMERY
20592946,APRIL LYNN JAMERSON ORGANIZATION,% SHUNDA MILHOUSE,830 NOB HILL DR APT H,BIRMINGHAM,AL,35209-1433,0,3,3,1000,200608,1,15,0,1,1,202012,0,0,2,0,12,0,0,0,O50,
20596874,GRACE PARTNERS GROUP INC,% MATTHEW DEAN,1577 CLUB CREEK DR,AUBURN,AL,36830-1936,0,3,3,1700,200209,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,X99,
20598361,PROVISIONS FOR THE REDEEMED CHRISTIAN CENTER,% VERNESSA WALKER,7888 HIGHWAY 53,TONEY,AL,35773-8508,0,3,3,1700,200401,1,10,0,1,1,,0,0,6,0,10,,,,X20,
20599537,EXPERIENCE MARKETING ASSOCIATION INC,% MIKE EDWARDS,3416 PRIMM LN,VESTAVIA HLS,AL,35216-5602,0,6,3,2000,200409,2,0,0,1,1,202212,2,3,2,0,12,24622,48630,27433,S41,
20604314,FRIENDS OF ROGERSVILLE PUBLIC LIBRARY,% KAY MITCHELL,74 BANK ST,ROGERSVILLE,AL,35652-7609,0,3,3,2300,202201,1,16,0,1,1,202112,0,0,2,0,12,0,0,0,B70,
20617779,USA RESEARCH AND TECHNOLOGY CORPORATION,% JEAN W TUCKER,307 UNIVERSITY BLVD STE AD 170,MOBILE,AL,36688-3053,0,3,3,2000,200405,1,17,0,1,1,202209,8,6,1,0,9,35627484,4612417,4552854,B19,
20618472,FIRST NATIONS OUTREACH PROJECT,% JIM WINDWALKER,35 BENCE RD,CRAGFORD,AL,36255-6707,0,3,3,1700,200502,1,15,0,1,1,202112,0,0,2,0,12,0,0,0,X90,
20624983,ALABAMA EPISCOPAL UNITED APPEAL FUND,% DAVID MEGINNISS,605 LURLEEN B WALLACE BLVD N,TUSCALOOSA,AL,35401-1712,0,3,3,1700,200407,1,17,0,1,1,202212,0,0,2,0,12,0,0,0,X12,
20624985,CHRIST EPISCOPAL CHURCH PRESCHOOL,% MELISSA GOLDSMITH,605 LURLEEN B WALLACE BLVD N,TUSCALOOSA,AL,35401-1712,0,3,3,2700,200407,1,11,0,1,1,,0,0,13,0,12,,,,B21,
20636044,TRUE DIVINE COMMUNITY DEVELOPMENT INC,% PAMELA WILLIAMS,PO BOX 230084,MONTGOMERY,AL,36123-0084,0,3,3,1000,200212,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,W99,
20641803,HUNTSVILLE COMMITTEE OF 100 INC,,320 PELHAM AVE SUITE 403,HUNTSVILLE,AL,35801-0000,0,6,3,3000,200512,2,0,0,1,1,202212,4,4,1,0,12,198165,381751,381751,S41,
20642143,TOUCH OF LOVE MINISTRIES,% ANN GORDON,6221 EASTWOOD GLEN PL,MONTGOMERY,AL,36117-2473,0,3,3,1200,202105,1,15,0,1,1,202010,0,0,2,0,10,0,0,0,P85,
20646153,CORNERSTONE BAPTIST CHURCH,% TONYA DARNELL,9785 US HIGHWAY 29 N,CUSSETA,AL,36852-3040,0,3,3,7000,202303,1,10,0,1,1,,0,0,6,0,9,,,,X21,
20647473,EDUCATIONAL FOUNDATION OF THE HOMEWOOD OXMOOR ROTARY CLUB,% J ALLEN DUNN II,PO BOX 19333,BIRMINGHAM,AL,35219-0000,0,3,3,1000,200308,1,15,0,1,1,202306,0,0,2,0,6,0,0,0,B82,
20652940,ALABAMA DANCE COMPANY EAST,,PO BOX 545,AUBURN,AL,36831-0545,0,3,3,2000,200303,1,15,0,1,1,202306,0,0,2,0,6,0,0,0,A62,
20663098,BLACKBELT & CENTRAL ALABAMA HOUSING AUTHORITY,% DAVE FULFORD JR,1201 COUNTY ROAD 306,SELMA,AL,36703-0000,0,3,3,1000,200308,1,16,0,1,1,202212,1,4,1,0,12,3015,126287,126287,L21,
20666911,PLEASANT RIDGE MISSIONARY BAPTIST CHURCH,% CALLIE CLAYTON,PO BOX 68,GOSHEN,AL,36035-0068,0,3,3,7000,200308,1,10,0,1,1,,0,0,6,0,12,,,,X21,
20680591,F R I E N D S,% JOSETTE HALL,PO BOX 9551,DOTHAN,AL,36304-0000,0,3,3,1000,200906,1,15,0,1,1,202212,3,3,1,0,12,93811,93547,93547,G192,
20684576,VERNON FIRST,,12TH ST S,VERNON,AL,35592-0000,1588,3,9,7000,196307,1,10,1000000,5,1,,0,0,6,0,6,,,,,
20684925,HEARTS OF PROMISE,% TRACY W TURNER,PO BOX 681070,PRATTVILLE,AL,36068-1070,0,3,3,1000,200311,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,T12,
20685754,MODERN WOODMEN OF AMERICA,% CELIA ANN MCCORD,657 COUNTY ROAD 660,RANBURNE,AL,36273-3834,1519,8,9,1000,196105,1,0,211902602,5,1,202212,0,0,2,0,12,0,0,0,,16546
20686591,CULTURAL ASSOCIATION OF NIGERIANS IN NORTH ALABAMA,% F MICHAEL AYOKANMBI,PO BOX 259,NORMAL,AL,35762-0259,0,3,3,2100,200408,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,A23,
20712002,BETHEL MEMORIAL CHURCH OF GOD IN CHRIST,% REV DONALD TAYLOR,PO BOX 70456,TUSCALOOSA,AL,35407-0456,0,3,3,7000,201208,1,10,0,1,1,,0,0,6,0,12,,,,X21,
20714140,FIXED POINT,% REBEKAH PAGE,2201 FIFTH AVENUE SOUTH 403,BIRMINGHAM,AL,35233-0000,0,3,3,7000,200403,1,15,0,1,1,202212,4,4,1,0,12,217073,161577,149630,X20,
20714496,BE A BLESSING MINISTRIES INC,% MINYON PERRIN,PO BOX 63,MONTROSE,AL,36559-0063,0,3,3,7000,200503,1,10,0,1,1,,0,0,6,0,12,,,,X21,
20720460,MILITARY ORDER OF THE PURPLE HEART CHAPTER 2202,% LARRY P GROVES SR,1533 17TH WAY SW,BIRMINGHAM,AL,35211-4702,0,19,3,1000,201609,1,0,0,1,1,202306,0,0,2,0,6,0,0,0,,
20728807,DADS INCORPORATED,% DEBRA WILLIS-BALDWIN,406 N CHURCH ST,TUSKEGEE,AL,36083-2014,0,3,3,1000,200410,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,J22,
20744398,NATHIFA DANCE COMPANY & OUTREACH INC,% LAVONDIA SQUARE,901 WOODBROOK RD,CENTER POINT,AL,35215-4377,0,3,3,1000,200604,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,A62,
